0,2,1
wait SH lock 536900944748534,,
acquire lock 536900944748534,,
remove lock 536900944748534 from owners,,
retire lock 536900944748534,,
wait EX lock 536900729368703,,
acquire lock 536900729368703,,
remove lock 536900729368703 from owners,,
retire lock 536900729368703,,
wait SH lock 536901085701365,,
acquire lock 536901085701365,,
remove lock 536901085701365 from owners,,
retire lock 536901085701365,,
wait EX lock 536900708077986,,
acquire lock 536900708077986,,
remove lock 536900708077986 from owners,,
retire lock 536900708077986,,
wait SH lock 536901009523928,,
acquire lock 536901009523928,,
remove lock 536901009523928 from owners,,
retire lock 536901009523928,,
wait EX lock 536900658758960,,
acquire lock 536900658758960,,
remove lock 536900658758960 from owners,,
retire lock 536900658758960,,
wait SH lock 536900834249750,,
acquire lock 536900834249750,,
remove lock 536900834249750 from owners,,
retire lock 536900834249750,,
wait EX lock 536900735924941,,
acquire lock 536900735924941,,
remove lock 536900735924941 from owners,,
retire lock 536900735924941,,
wait SH lock 536901107404332,,
acquire lock 536901107404332,,
remove lock 536901107404332 from owners,,
retire lock 536901107404332,,
wait EX lock 536900692872521,,
acquire lock 536900692872521,,
remove lock 536900692872521 from owners,,
retire lock 536900692872521,,
wait SH lock 536900954930312,,
acquire lock 536900954930312,,
remove lock 536900954930312 from owners,,
retire lock 536900954930312,,
pre-commit: txn 135's barriers = 0,,
txn 135 set commited,,
release lock 536900954930312 from retired,,
release lock 536900692872521 from retired,,
release lock 536901107404332 from retired,,
release lock 536900735924941 from retired,,
release lock 536900834249750 from retired,,
release lock 536900658758960 from retired,,
release lock 536901009523928 from retired,,
release lock 536900708077986 from retired,,
release lock 536901085701365 from retired,,
release lock 536900729368703 from retired,,
release lock 536900944748534 from retired,,
release lock 536900690152075 from retired,,
release lock 536900843321584 from retired,,
release lock 536900661142700 from retired,,
release lock 536900969633659 from retired,,
release lock 536900696988273 from retired,,
release lock 536901010861089 from retired,,
release lock 536900708563247 from retired,,
release lock 536900749125596 from retired,,
release lock 536901395115862 from retired,,
release lock 536900749115690 from retired,,
,,"txn 214 decrement barrier, now should be 0"
,,txn 214 set commited
,,release lock 536900943403934 from retired
,,release lock 536900689800156 from retired
start txn 138,,
,,release lock 536900901791655 from retired
,,release lock 536900677849106 from retired
wait SH lock 536900749115690,,
acquire lock 536900749115690,,
remove lock 536900749115690 from owners,,
retire lock 536900749115690,,
"txn 138 increment barrier, now should be 1",,
wait SH lock 536900749124528,,
acquire lock 536900749124528,,
remove lock 536900749124528 from owners,,
retire lock 536900749124528,,
,,release lock 536900940317279 from retired
,,release lock 536900688974754 from retired
,,release lock 536901073017931 from retired
,,release lock 536900725531376 from retired
,,release lock 536901010609884 from retired
,,release lock 536900708476931 from retired
,,release lock 536901110317082 from retired
,,release lock 536900736708167 from retired
,,release lock 536900928377813 from retired
,,release lock 536900685317632 from retired
,,release lock 536900911423922 from retired
,,release lock 536900680501863 from retired
,,release lock 536900772751820 from retired
,,release lock 536900642686994 from retired
,,release lock 536900911365995 from retired
,,release lock 536900680481799 from retired
,,release lock 536900749127610 from retired
,,release lock 536901458610808 from retired
,,release lock 536900749115690 from retired
,"txn 50 decrement barrier, now should be 0",
,txn 50 set commited,
,release lock 536901235334630 from retired,
,release lock 536900749121139 from retired,
,release lock 536900749115690 from retired,
"txn 138 decrement barrier, now should be 0",,
,start txn 53,
,wait EX lock 536900749115690,
,acquire lock 536900749115690,
,remove lock 536900749115690 from owners,
,retire lock 536900749115690,
,"txn 53 increment barrier, now should be 1",
,wait EX lock 536901170049108,
,acquire lock 536901170049108,
,remove lock 536901170049108 from owners,
,retire lock 536901170049108,
,wait SH lock 536900749118025,
,acquire lock 536900749118025,
,remove lock 536900749118025 from owners,
,retire lock 536900749118025,
,,start txn 217
,wait EX lock 536900740572435,
,acquire lock 536900740572435,
txn 138 set abort by 217,,wound txn 138
,remove lock 536900740572435 from owners,
,retire lock 536900740572435,
138 wounded by 217,,wound 138 on 536900749115690
removed lock 536900749115690 from retired by 217,,
,"txn 53 decrement barrier, now should be 0",
,txn 53 set abort by 217,wound txn 53
,53 wounded by 217,wound 53 on 536900749115690
,removed lock 536900749115690 from retired by 217,
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,wait SH lock 536901124315828,
,acquire lock 536901124315828,
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,remove lock 536901124315828 from owners,
,,wait SH lock 536900749121139
,,acquire lock 536900749121139
,txn 53 set aborted,
,release lock 536900740572435 from retired,
,release lock 536900749118025 from retired,
,release lock 536901170049108 from retired,
,,remove lock 536900749121139 from owners
,,retire lock 536900749121139
,,wait SH lock 536901241649188
,,acquire lock 536901241649188
,,remove lock 536901241649188 from owners
,,retire lock 536901241649188
,,pre-commit: txn 217's barriers = 0
,,txn 217 set commited
,,release lock 536901241649188 from retired
,,release lock 536900749121139 from retired
,,release lock 536900749115690 from retired
,,start txn 220
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749118025
,,acquire lock 536900749118025
,,remove lock 536900749118025 from owners
,,retire lock 536900749118025
,,wait SH lock 536901168554505
,,acquire lock 536901168554505
,,remove lock 536901168554505 from owners
,,retire lock 536901168554505
,,pre-commit: txn 220's barriers = 0
,,txn 220 set commited
,,release lock 536901168554505 from retired
,,release lock 536900749118025 from retired
,,release lock 536900749115690 from retired
,,start txn 223
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749121139
,,acquire lock 536900749121139
,,remove lock 536900749121139 from owners
,,retire lock 536900749121139
,,wait SH lock 536901244996056
,,acquire lock 536901244996056
,,remove lock 536901244996056 from owners
,,retire lock 536901244996056
,,pre-commit: txn 223's barriers = 0
,,txn 223 set commited
,,release lock 536901244996056 from retired
,,release lock 536900749121139 from retired
,,release lock 536900749115690 from retired
,,start txn 226
,,wait EX lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait EX lock 536901507535414
,,acquire lock 536901507535414
,,remove lock 536901507535414 from owners
,,retire lock 536901507535414
,,wait SH lock 536900749128487
,,acquire lock 536900749128487
,,remove lock 536900749128487 from owners
,,retire lock 536900749128487
,,wait EX lock 536900717747036
,,acquire lock 536900717747036
,,remove lock 536900717747036 from owners
,,retire lock 536900717747036
,,wait SH lock 536901044163228
,,acquire lock 536901044163228
,,remove lock 536901044163228 from owners
,,retire lock 536901044163228
,,wait EX lock 536900669433725
,,acquire lock 536900669433725
,,remove lock 536900669433725 from owners
,,retire lock 536900669433725
,,wait SH lock 536900870658890
,,acquire lock 536900870658890
,,remove lock 536900870658890 from owners
,,retire lock 536900870658890
,,wait EX lock 536900645229026
,,acquire lock 536900645229026
,,remove lock 536900645229026 from owners
,,retire lock 536900645229026
,,wait SH lock 536900782916855
,,acquire lock 536900782916855
,,remove lock 536900782916855 from owners
,,retire lock 536900782916855
,,wait EX lock 536900735759068
,,acquire lock 536900735759068
,,remove lock 536900735759068 from owners
,,retire lock 536900735759068
,,wait SH lock 536901106771087
,,acquire lock 536901106771087
,,remove lock 536901106771087 from owners
,,retire lock 536901106771087
,,wait EX lock 536900677182060
,,acquire lock 536900677182060
,,remove lock 536900677182060 from owners
,,retire lock 536900677182060
,,wait SH lock 536900899302605
,,acquire lock 536900899302605
,,remove lock 536900899302605 from owners
,,retire lock 536900899302605
,,wait EX lock 536900734413193
,,acquire lock 536900734413193
,,remove lock 536900734413193 from owners
,,retire lock 536900734413193
,,wait SH lock 536901101760397
,,acquire lock 536901101760397
,,remove lock 536901101760397 from owners
,,retire lock 536901101760397
,,wait EX lock 536900670549825
,,acquire lock 536900670549825
,,remove lock 536900670549825 from owners
,,retire lock 536900670549825
,,wait SH lock 536900874735297
,,acquire lock 536900874735297
,,remove lock 536900874735297 from owners
,,retire lock 536900874735297
,,wait EX lock 536900725550593
,,acquire lock 536900725550593
,,remove lock 536900725550593 from owners
,,retire lock 536900725550593
,,wait SH lock 536901073110511
,,acquire lock 536901073110511
,,remove lock 536901073110511 from owners
,,retire lock 536901073110511
,,wait EX lock 536900650553395
,,acquire lock 536900650553395
,,remove lock 536900650553395 from owners
,,retire lock 536900650553395
,,wait SH lock 536900803521861
,,acquire lock 536900803521861
,,remove lock 536900803521861 from owners
,,retire lock 536900803521861
,,wait EX lock 536900671694509
,,acquire lock 536900671694509
,,remove lock 536900671694509 from owners
,,retire lock 536900671694509
,,wait SH lock 536900878939405
,,acquire lock 536900878939405
,,remove lock 536900878939405 from owners
,,retire lock 536900878939405
,,wait EX lock 536900717311438
,,acquire lock 536900717311438
,,remove lock 536900717311438 from owners
,,retire lock 536900717311438
,,wait SH lock 536901042529655
,,acquire lock 536901042529655
,,remove lock 536901042529655 from owners
,,retire lock 536901042529655
,,pre-commit: txn 226's barriers = 0
,,txn 226 set commited
,,release lock 536901042529655 from retired
,,release lock 536900717311438 from retired
,,release lock 536900878939405 from retired
,,release lock 536900671694509 from retired
,,release lock 536900803521861 from retired
,,release lock 536900650553395 from retired
,,release lock 536901073110511 from retired
,,release lock 536900725550593 from retired
,,release lock 536900874735297 from retired
,,release lock 536900670549825 from retired
,,release lock 536901101760397 from retired
,,release lock 536900734413193 from retired
,,release lock 536900899302605 from retired
,,release lock 536900677182060 from retired
,,release lock 536901106771087 from retired
,,release lock 536900735759068 from retired
,,release lock 536900782916855 from retired
,,release lock 536900645229026 from retired
,,release lock 536900870658890 from retired
,,release lock 536900669433725 from retired
,,release lock 536901044163228 from retired
,,release lock 536900717747036 from retired
,,release lock 536900749128487 from retired
,,release lock 536901507535414 from retired
,,release lock 536900749115690 from retired
,,start txn 229
,,wait SH lock 536900749115690
,,acquire lock 536900749115690
,,remove lock 536900749115690 from owners
,,retire lock 536900749115690
,,wait SH lock 536900749126631
,,acquire lock 536900749126631
,,remove lock 536900749126631 from owners
,,retire lock 536900749126631
,,wait SH lock 536901423843313
,,acquire lock 536901423843313
,,remove lock 536901423843313 from owners
,,retire lock 536901423843313
,,pre-commit: txn 229's barriers = 0
,,txn 229 set commited
,,release lock 536901423843313 from retired
,,release lock 536900749126631 from retired
,,release lock 536900749115690 from retired
,,start txn 232
